date,twse_close,tsmc_close,nasdaq_close,nvidia_close,sox_close
2023-07-20,17164.890625,579.0,14063.3095703125,45.52000045776367,3663.85009765625
2023-07-21,17030.69921875,560.0,14032.8095703125,44.30899810791016,3698.85009765625
2023-07-24,17033.609375,558.0,14058.8701171875,44.61199951171875,3692.320068359375
2023-07-25,17198.890625,569.0,14144.5595703125,45.67900085449219,3755.27001953125
2023-07-26,17162.55078125,566.0,14127.2802734375,45.45199966430664,3699.3701171875
2023-07-27,17241.8203125,569.0,14050.1103515625,45.900001525878906,3768.27001953125
2023-07-28,17292.9296875,567.0,14316.66015625,46.75,3851.760009765625
2023-07-31,17145.4296875,565.0,14346.01953125,46.729000091552734,3861.6298828125
2023-08-01,17212.869140625,567.0,14283.91015625,46.50699996948242,3858.2099609375
2023-08-02,16893.73046875,561.0,13973.4501953125,44.26900100708008,3711.60009765625
2023-08-03,,,13959.7197265625,44.51499938964844,3708.080078125
2023-08-04,16843.6796875,554.0,13909.240234375,44.68000030517578,3699.199951171875
2023-08-07,16996.0,558.0,13994.400390625,45.41699981689453,3739.409912109375
2023-08-08,16877.0703125,552.0,13884.3203125,44.66400146484375,3679.419921875
2023-08-09,16870.939453125,554.0,13722.01953125,42.55400085449219,3610.47998046875
2023-08-10,16634.69921875,551.0,13737.990234375,42.38800048828125,3597.02001953125
2023-08-11,16601.25,546.0,13644.849609375,40.85499954223633,3514.550048828125
2023-08-14,16393.66015625,541.0,13788.330078125,43.75299835205078,3615.449951171875
2023-08-15,16454.80078125,542.0,13631.0498046875,43.939998626708984,3553.9599609375
2023-08-16,16446.779296875,542.0,13474.6298828125,43.48600006103515,3480.080078125
2023-08-17,16516.66015625,544.0,13316.9296875,43.34400177001953,3446.35009765625
2023-08-18,16381.3095703125,539.0,13290.7802734375,43.29899978637695,3462.739990234375
2023-08-21,16381.490234375,537.0,13497.58984375,46.96699905395508,3560.739990234375
2023-08-22,16437.609375,541.0,13505.8701171875,45.667999267578125,3527.68994140625
2023-08-23,16576.900390625,552.0,13721.0302734375,47.11600112915039,3602.010009765625
2023-08-24,16770.869140625,564.0,13463.9697265625,47.16299819946289,3481.300048828125
2023-08-25,16481.580078125,546.0,13590.650390625,46.01800155639648,3495.64990234375
2023-08-28,16509.259765625,549.0,13705.1298828125,46.834999084472656,3537.8701171875
2023-08-29,16623.650390625,552.0,13943.759765625,48.78400039672851,3629.570068359375
2023-08-30,16719.8203125,555.0,14019.3095703125,49.26399993896485,3643.919921875
2023-08-31,16634.509765625,549.0,14034.9697265625,49.35499954223633,3670.929931640625
2023-09-01,16644.939453125,548.0,14031.8095703125,48.50899887084961,3682.840087890625
2023-09-04,16789.689453125,557.0,,,
2023-09-05,16791.609375,552.0,14020.9501953125,48.54800033569336,3683.7900390625
2023-09-06,16738.16015625,550.0,13872.4697265625,47.06100082397461,3654.4599609375
2023-09-07,16619.140625,542.0,13748.830078125,46.24100112915039,3582.110107421875
2023-09-08,16576.01953125,539.0,13761.5302734375,45.571998596191406,3565.989990234375
